Protein,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
Q96EP9,6,0.0003292,3.60E-07,0.225087592,9.04E-05
Q9BZL3,55,0.003017667,0.000580608,0.278588802,0.002610411
Q96CE8,39,0.0021398,5.92E-05,0.260690651,0.0011756
Q6PL24,35,0.001920334,0.000366928,0.265006994,0.00094557
Q9BVX2,44,0.002414134,0.000238609,0.272980503,0.002365434
Q6ZP80,16,0.000877867,5.60E-05,0.252964343,0.000448625
Q6UWW9,11,0.000603533,0.000120914,0.244728294,0.00038296
Q8WY98,17,0.000932733,8.90E-06,0.245288485,0.000455481
Q96B21,45,0.002469,7.34E-05,0.271621929,0.001674929
Q4KMG9,73,0.004005267,0.000179935,0.274125923,0.002103651
Q6PEY1,12,0.0006584,4.04E-06,0.23811312,0.000232274
P34981,19,0.001042467,2.20E-05,0.259217931,0.00053129
O95859,22,0.001207067,0.000127859,0.259244698,0.000583288
Q8WUV1,9,0.0004938,5.89E-06,0.228535707,0.000121606
A2RUC4,1,5.49E-05,0,0.163992598,5.94E-08
A5A3E0,5,0.000274333,0.000323464,0.196869379,4.69E-06
A2RUH7,13,0.000713267,7.51E-05,0.277248313,0.002836244
P27797,90,0.004938001,0.002461031,0.299492814,0.004550546
Q15078,25,0.001371667,0.000298439,0.27488056,0.002912642
P36957,83,0.004553934,0.001744219,0.301000922,0.004557786
P14136,260,0.014265335,0.005167293,0.338591966,0.054015482
Q8WXH2,257,0.014100735,0.008030822,0.326004764,0.029879791
P13473-2,233,0.012783935,0.004288241,0.318310792,0.016269884
Q96EH3,12,0.0006584,3.91E-05,0.298277926,0.005353856
Q8TDX7,85,0.004663667,0.001165874,0.288404674,0.00369219
P62826,188,0.010314935,0.003118706,0.317936478,0.017362707
A4D161,17,0.000932733,3.98E-05,0.288712647,0.010392704
Q49AR9,76,0.004169867,0.000542122,0.310416837,0.030904902
Q6NVV7,20,0.001097333,0.000117296,0.2805501,0.009091053
G5E9A7,195,0.010699001,0.002067998,0.322309745,0.033421087
P49639,314,0.017228136,0.006054018,0.333756316,0.101782797
Q3LI59,32,0.001755734,2.06E-05,0.280018146,0.009893566
Q9UBR4-2,68,0.003730934,0.000435321,0.299968232,0.020661503
P0DPK4,247,0.013552068,0.002042984,0.313809129,0.075401926
Q99471,130,0.007132668,0.002146806,0.318818962,0.034552336
Q8TAS3,9,0.0004938,7.22E-05,0.260454973,0.000587708
Q7Z699,559,0.030670471,0.023551391,0.348454194,0.078497369
P55854,15,0.000823,0.000128487,0.284814982,0.002125089
A4D1B5,1,5.49E-05,0,0.260489718,0.000365215
P05067,476,0.026116537,0.048517838,0.354534867,0.028798425
A4D1E9,3,0.0001646,3.35E-07,0.260636523,0.002886098
Q08379,487,0.02672007,0.014784945,0.341958648,0.102638291
Q5JR59,334,0.018325469,0.005745047,0.327761924,0.084877511
Q8ND90,170,0.009327335,0.002185726,0.317242018,0.04008765
A4D1P6,2,0.000109733,0.000107752,0.271920327,0.001112199
Q562E7,1,5.49E-05,0,0.212952909,1.41E-05
A4D2B0,1,5.49E-05,0,0.204042063,1.22E-05
Q75WM6,3,0.0001646,0.000111495,0.257557763,0.000966547
A4GXA9,1,5.49E-05,0,0.165297542,2.73E-08
Q96NY9,4,0.000219467,0.000109556,0.198752998,2.15E-06
P00813,1,5.49E-05,0,0.163992598,5.94E-08
P02765,1,5.49E-05,0,0.163992598,5.94E-08
O15264,4,0.000219467,0.000130815,0.229131644,3.70E-05
P06132,6,0.0003292,0.000311044,0.239629371,0.000332546
A5D8T8,7,0.000384067,8.06E-07,0.272832174,0.008056136
Q6UY14-3,197,0.010808735,0.00301106,0.331965825,0.070906693
Q15323,413,0.022659936,0.008723672,0.336439912,0.107191599
O76011,284,0.015582135,0.004018031,0.326804999,0.077075344
Q4LEZ3,17,0.000932733,3.58E-05,0.281868525,0.004507153
Q8NFV4-4,21,0.0011522,1.89E-05,0.284078348,0.00723347
Q9NQ33,9,0.0004938,6.03E-06,0.257735295,0.001339861
O95429,108,0.005925601,0.001961246,0.306038221,0.022670986
Q96CA5,33,0.0018106,0.000170205,0.292270599,0.010723795
Q53EZ4,82,0.004499067,0.001519948,0.317499934,0.022803563
O43186,108,0.005925601,0.001053495,0.309831259,0.021319738
Q15038,166,0.009107868,0.003611382,0.323276164,0.029118554
O75935-2,10,0.000548667,1.29E-05,0.282616452,0.004025478
P35638,46,0.002523867,0.000917028,0.291727209,0.005395017
P35638-2,13,0.000713267,1.28E-05,0.265953462,0.002106222
Q8WWB3,40,0.002194667,0.000118868,0.296131752,0.017847147
O00167-2,28,0.001536267,5.38E-05,0.291195487,0.009871612
Q92567,74,0.004060134,0.000458091,0.301594969,0.014651532
A1KXE4-2,53,0.002907934,7.99E-05,0.293525167,0.014688767
O94868-3,30,0.001646,5.16E-05,0.293844179,0.012003714
Q96AE4-2,12,0.0006584,5.33E-05,0.257218489,0.001583312
A0A087WSW0,9,0.0004938,6.70E-06,0.274524163,0.004528071
P52597,73,0.004005267,0.000428811,0.300805142,0.020046751
Q9BUJ2,18,0.0009876,5.76E-05,0.27596399,0.002793505
Q12906-6,2,0.000109733,2.57E-07,0.251883887,0.000683389
Q13351,26,0.001426534,0.000211928,0.284004894,0.007756896
Q14525,86,0.004718534,0.0007053,0.321325584,0.028877025
Q3LI76,83,0.004553934,0.000262468,0.300357867,0.027017085
Q3LI72,111,0.006090201,0.000884306,0.316910211,0.037336506
Q3LI70,79,0.004334467,0.000147312,0.301734781,0.029638693
Q3SYF9,109,0.005980467,0.000813739,0.315391662,0.037430145
Q3LI64,99,0.005431801,0.00057274,0.306128849,0.03058051
Q3LI66,216,0.011851202,0.002185108,0.316220222,0.060170003
Q8IUC3,43,0.002359267,5.19E-05,0.287672922,0.014272446
Q14657,23,0.001261934,0.000212692,0.286626634,0.013428828
Q8NDC0,28,0.001536267,3.95E-05,0.282493792,0.006161765
Q8N6F8,55,0.003017667,0.000301798,0.311291096,0.017133963
Q96HA8,406,0.02227587,0.017425442,0.342906123,0.071513944
Q7Z3B4,57,0.0031274,0.000433823,0.29846029,0.012232671
Q7Z4N8,56,0.003072534,0.00062829,0.291190662,0.010135342
P55771,19,0.001042467,2.04E-05,0.280908854,0.007382247
O75340,15,0.000823,5.62E-05,0.258569562,0.001313221
Q9UBV8,43,0.002359267,0.000327527,0.290411125,0.009517449
P55347,12,0.0006584,2.50E-05,0.266947258,0.001815913
Q96I87,2,0.000109733,1.16E-06,0.235124879,0.000330032
Q96KN3,33,0.0018106,0.000131095,0.292484627,0.008685848
O15496,54,0.0029628,0.000391061,0.307145408,0.02255071
Q58EX7,82,0.004499067,0.000549758,0.308130919,0.022371988
O15162,49,0.002688467,0.000568469,0.297118057,0.015780997
P52435,11,0.000603533,1.17E-05,0.280335287,0.003624584
Q9H1A7,7,0.000384067,2.55E-05,0.26374623,0.00252962
Q16633,43,0.002359267,0.000122524,0.285875961,0.011768398
P86480,101,0.005541534,0.001253887,0.308363405,0.020622309
P25788,78,0.004279601,0.001952316,0.29853127,0.009429755
Q93062,207,0.011357402,0.003678728,0.324577771,0.046602682
Q93062-3,82,0.004499067,0.000574759,0.311721781,0.024441913
Q6ZRY4,80,0.004389334,0.000584815,0.28871739,0.015299184
Q8HWS3,36,0.0019752,4.28E-05,0.287470578,0.011711058
Q8N443,30,0.001646,5.96E-05,0.290104309,0.01376546
Q6NUQ1,107,0.005870734,0.000814842,0.309460262,0.026318928
Q9NQG5,24,0.0013168,0.000153658,0.279328281,0.00289891
Q01196-8,15,0.000823,5.66E-05,0.268846206,0.003525357
Q6FGM0,7,0.000384067,4.76E-06,0.259023079,0.001200182
Q99961,27,0.0014814,0.000495075,0.295827674,0.003652984
Q8TEC5,15,0.000823,3.63E-05,0.284625856,0.008287511
O94875,25,0.001371667,0.000235524,0.284985873,0.004086211
O94875-10,13,0.000713267,2.51E-05,0.271609335,0.002873872
O60504,137,0.007516734,0.002145532,0.311395897,0.03747639
O75886,44,0.002414134,0.000372714,0.311965257,0.012261937
Q8IWL8,16,0.000877867,6.00E-05,0.290252842,0.005331581
Q9Y6A5,28,0.001536267,0.000420219,0.282466549,0.005005523
Q7Z6R9,70,0.003840667,0.000202199,0.302040747,0.033179277
Q92734,65,0.003566334,0.000425211,0.307758591,0.015638476
Q9UBB9,238,0.013058268,0.004019068,0.323258325,0.057241733
Q86WV8,123,0.006748601,0.001115076,0.321813965,0.033347648
Q99816,69,0.003785801,0.001216228,0.304806765,0.01694621
Q6NVU6,49,0.002688467,0.000179023,0.291814404,0.012560129
Q9NZC7-5,106,0.005815867,0.000799239,0.31894047,0.033459659
O00308,71,0.003895534,0.001764431,0.315363364,0.01329577
P98170,51,0.0027982,0.001179308,0.294859798,0.007314723
Q9BYJ9,23,0.001261934,0.000115262,0.277222072,0.006880997
Q9UDW3,20,0.001097333,1.47E-05,0.279710624,0.008873688
Q9H0C1,94,0.005157467,0.000970294,0.308889142,0.028534525
G4XUV3,12,0.0006584,5.51E-06,0.274228584,0.004028836
A5D8V7,20,0.001097333,7.19E-05,0.290800371,0.008259602
Q53GS7,69,0.003785801,0.000269656,0.293045503,0.008156965
O60341,114,0.006254801,0.002903147,0.310438771,0.023290589
Q2M2I5,35,0.001920334,1.56E-05,0.281021153,0.009959467
Q5JR59-3,210,0.011522002,0.001916118,0.321831645,0.063241844
Q96M63,10,0.000548667,1.38E-05,0.276863944,0.003139329
Q15276,47,0.002578734,0.000593875,0.288494629,0.00924248
O43463,57,0.0031274,0.000777527,0.299840283,0.01347005
Q8N3L3,78,0.004279601,0.000432535,0.302592011,0.01957109
Q8N6Y0,253,0.013881269,0.004078213,0.321867011,0.055476342
A5LHX3,5,0.000274333,7.23E-06,0.251624221,0.001506357
Q9H1Y0,27,0.0014814,0.00082527,0.28112005,0.004431493
O75360,62,0.003401734,0.000405876,0.296521485,0.01702039
A5PKW4,1,5.49E-05,0,0.182966568,8.44E-07
P70398,2,0.000109733,0.000107752,0.224862948,6.66E-05
A5PLL7,3,0.0001646,6.44E-08,0.244401563,0.000527963
Q9Y371,174,0.009546801,0.003827558,0.304864929,0.010387564
A5X5Y0,1,5.49E-05,0,0.000152407,1.36E-27
P46098,5,0.000274333,6.02E-08,0.000274333,3.04E-27
A5YKK6,16,0.000877867,0.000142189,0.238394135,0.000202803
Q3ZCQ2,1,5.49E-05,0,0.191825909,2.57E-06
Q9UKZ1,7,0.000384067,2.87E-05,0.249952905,0.000680317
Q9NZN8,27,0.0014814,0.00035843,0.272497966,0.004284701
O75175,13,0.000713267,0.000198367,0.254123908,0.000450757
Q9ULM6,7,0.000384067,2.64E-06,0.230266494,0.00010933
Q96LI5,10,0.000548667,6.96E-06,0.232361154,0.000121092
Q9UIV1,13,0.000713267,0.000231715,0.277410242,0.001302935
Q9UFF9,10,0.000548667,0.000114406,0.23106274,0.000147241
Q86TB9,18,0.0009876,0.000248526,0.279053286,0.005229807
Q8NDV7,8,0.000438933,7.70E-05,0.246631004,0.000267681
Q9UPQ9,6,0.0003292,3.80E-05,0.231418736,5.26E-05
Q9HCJ0,15,0.000823,0.00020977,0.241423472,0.000147437
Q9HCJ0-1,3,0.0001646,1.06E-05,0.216529149,1.31E-05
P50616,15,0.000823,0.000340903,0.262552309,0.001342939
P22893,3,0.0001646,4.43E-06,0.234010291,7.17E-05
P26651,10,0.000548667,0.000176872,0.266619213,0.001773875
A6BM72,1,5.49E-05,0,0.235679843,0.000424691
Q7Z417,72,0.003950401,0.000875792,0.310104618,0.033519222
A6H8Z2,16,0.000877867,3.47E-05,0.284248355,0.008764515
X5D778,74,0.004060134,0.000870033,0.303066874,0.020715094
Q8IYE1,51,0.0027982,0.000205865,0.306604188,0.021103123
Q5JST6,110,0.006035334,0.001088612,0.311445564,0.031927492
O15499,66,0.0036212,0.001572727,0.29810084,0.010892871
Q5T749,124,0.006803468,0.000862462,0.311384862,0.045928318
Q92764,101,0.005541534,0.000274037,0.304152628,0.035461133
P52954,26,0.001426534,0.000170997,0.283606152,0.007159513
Q5TA81,91,0.004992867,0.000317303,0.299273506,0.041054213
Q9BRK4,233,0.012783935,0.004063447,0.326307422,0.065657932
Q9NRY7,14,0.000768133,0.000229499,0.26621533,0.004908501
Q86XT4,37,0.002030067,0.000137301,0.29929899,0.011328022
P02545,110,0.006035334,0.002611942,0.305979609,0.015899906
A6NC98,42,0.0023044,0.000140828,0.296206621,0.016694152
Q9NX04,159,0.008723801,0.001775912,0.320137332,0.049783662
Q9H257-2,93,0.005102601,0.000411086,0.316527779,0.038760914
Q9H4E7,28,0.001536267,0.000209358,0.286738874,0.007558463
Q9NQT4,58,0.003182267,0.000579292,0.304242142,0.021285426
Q96MY7,85,0.004663667,0.000480142,0.305373487,0.029668193
P55040,134,0.007352134,0.001529601,0.319712175,0.052646257
P08631-2,43,0.002359267,0.000281222,0.307575456,0.024600724
P09067,70,0.003840667,0.000870921,0.310400389,0.034490844
Q96AA8,15,0.000823,0.000127268,0.276133099,0.00424956
P20700,19,0.001042467,0.00015574,0.275332751,0.002022641
Q03252,30,0.001646,6.70E-05,0.292996646,0.012726243
P25800,127,0.006968068,0.001560198,0.319050485,0.036002226
Q15311,49,0.002688467,0.0010061,0.290492732,0.009738812
Q9Y580,4,0.000219467,1.95E-06,0.233184354,0.000285261
Q96B97,46,0.002523867,0.001265332,0.29676183,0.009755973
Q9NU19,66,0.0036212,0.001024285,0.306443796,0.027420169
Q9Y228,64,0.003511467,0.001359263,0.297485211,0.006760484
Q9BZW7,88,0.004828267,0.000228847,0.300045053,0.028217698
Q9NRE2,22,0.001207067,3.47E-05,0.275039734,0.007200481
O75604,146,0.008010534,0.003270664,0.337804452,0.053610537
Q53FD0-2,81,0.004444201,0.001064814,0.330548449,0.029456309
A6ND01,1,5.49E-05,0,8.23E-05,3.00E-29
Q8IYV9-1,2,0.000109733,1.20E-08,0.00012345,4.86E-29
A6ND36,1,5.49E-05,0,0.203637762,4.26E-06
P48729,15,0.000823,0.000625074,0.256913906,0.000335964
A6NDB9,1,5.49E-05,0,5.49E-05,3.26E-31
Q6IA17,1,5.49E-05,0,5.49E-05,3.26E-31
A6NED2,1,5.49E-05,0,0.212255892,1.95E-05
Q8N371,6,0.0003292,0.000144178,0.270784882,0.001541308
A6NEM1,250,0.013716668,0.003377636,0.321507818,0.06666813
Q9BRR9,12,0.0006584,2.36E-05,0.280321872,0.004911706
Q8IXJ9,8,0.000438933,0.000167367,0.261676601,0.001095742
O75348,11,0.000603533,0.00013729,0.278086253,0.004953937
Q8N5M1,90,0.004938001,0.001372573,0.307925757,0.023513307
Q5T686,31,0.001700867,0.000125981,0.301145344,0.019211458
Q8TBE0,72,0.003950401,0.00089734,0.318680209,0.031964294
Q8N9N5-2,133,0.007297268,0.001573648,0.314151317,0.025698135
A8KA13,23,0.001261934,5.54E-05,0.29098334,0.014356658
Q7RTU4,11,0.000603533,1.80E-05,0.276115745,0.004236944
Q13895,166,0.009107868,0.002826914,0.324937853,0.052305851
Q8WYQ4-2,12,0.0006584,2.87E-05,0.271756337,0.00306658
P01024,22,0.001207067,0.00145404,0.27507848,0.004710183
Q9NPB3,40,0.002194667,9.71E-05,0.280814592,0.009704193
Q7Z7H3,15,0.000823,0.000253183,0.279661662,0.009771065
Q969G5,14,0.000768133,6.59E-05,0.272021342,0.003564867
Q8IYX3,28,0.001536267,0.000160852,0.291156892,0.013072031
Q8N715,44,0.002414134,0.000143213,0.298146356,0.020453045
Q16543,168,0.009217601,0.007308828,0.332972183,0.033374952
Q9P209,23,0.001261934,0.00016435,0.291171364,0.008076585
Q96GE4,19,0.001042467,7.93E-05,0.28692145,0.009185466
Q8NE01,70,0.003840667,0.00050548,0.308136321,0.038736635
Q9UER7,86,0.004718534,0.003333918,0.31859355,0.015948495
Q6IQ26,1,5.49E-05,0,0.24220873,0.000845361
P17661,43,0.002359267,0.000594441,0.307129305,0.013248365
Q92608,45,0.002469,0.000223237,0.297465069,0.026893492
Q92785,11,0.000603533,1.68E-05,0.288940496,0.006374557
Q9BV47,6,0.0003292,1.30E-05,0.269787209,0.002649776
Q96JC9,55,0.003017667,0.000829644,0.300707348,0.01221719
O15371,30,0.001646,0.000248076,0.294114654,0.015135756
Q6NZ36-4,27,0.0014814,0.000141142,0.291494946,0.007703926
O95990-4,9,0.0004938,8.11E-06,0.275665304,0.005495258
Q9NVF7,22,0.001207067,0.00011659,0.283345514,0.005127162
Q9BSK4,13,0.000713267,0.000139544,0.271227873,0.004485552
Q4VC44,14,0.000768133,7.65E-06,0.280783186,0.008758579
Q16595,13,0.000713267,3.10E-05,0.259973355,0.001734325
Q8TAE8,59,0.003237134,0.000642325,0.310515563,0.028167958
Q8NHY3,50,0.002743334,0.000396401,0.302430584,0.020383899
O95872,102,0.005596401,0.001468441,0.321731484,0.039349853
Q00403,60,0.003292,0.000684512,0.29484001,0.006920133
Q9GZV7,49,0.002688467,0.000307003,0.299978472,0.025136375
P02008,26,0.001426534,0.000263481,0.28667339,0.013311874
Q8WUI4-6,29,0.001591134,0.000214095,0.284704243,0.004177074
P31273,100,0.005486667,0.000685081,0.311578087,0.042649609
Q14005-2,94,0.005157467,0.000999212,0.332229405,0.042990884
Q9C086,75,0.004115001,0.000431964,0.308303899,0.035461004
Q9H1K1,22,0.001207067,0.000215961,0.297414727,0.011418192
Q8N9B5-2,5,0.000274333,3.49E-07,0.256876353,0.002609394
O75564-2,34,0.001865467,0.000109583,0.29658654,0.01385984
Q7L273,103,0.005651267,0.001013069,0.321731484,0.040178239
Q6PF15,7,0.000384067,5.14E-05,0.26605412,0.001806568
P04264,37,0.002030067,0.000368042,0.290066002,0.013414874
O95678,137,0.007516734,0.000812694,0.317179036,0.051558495
P56470,16,0.000877867,0.000118844,0.274168689,0.005395202
P61968,131,0.007187534,0.002242509,0.317150415,0.043281485
Q96S90,12,0.0006584,1.21E-05,0.278249162,0.007087814
Q8TC57,16,0.000877867,0.000145926,0.277069099,0.003521781
Q9Y586,14,0.000768133,0.000100434,0.28740946,0.009819025
O95983-2,46,0.002523867,0.000235249,0.298055338,0.014606118
Q8NHZ7,10,0.000548667,7.16E-06,0.269208622,0.004601234
P55081,106,0.005815867,0.00084879,0.309825796,0.036847995
Q9BU76,41,0.002249534,0.000354876,0.301098907,0.014967655
P00540,60,0.003292,0.000701378,0.310214097,0.027350827
Q15742,81,0.004444201,0.000743944,0.316436589,0.035268893
Q9BU61,17,0.000932733,6.43E-05,0.282689189,0.005563816
Q6X4W1-2,20,0.001097333,0.000164004,0.288874003,0.009866352
Q9UBU9,86,0.004718534,0.001414337,0.306721915,0.018862102
Q9NPJ8-3,14,0.000768133,9.17E-05,0.293113931,0.005968805
Q13415,7,0.000384067,8.93E-05,0.251264459,0.000909547
Q9Y5E9,19,0.001042467,2.63E-05,0.268324892,0.005112045
O43189,71,0.003895534,0.000439708,0.308504149,0.025067244
O15160,116,0.006364534,0.000994119,0.310625333,0.032114588
P78424,167,0.009162735,0.003005171,0.31592462,0.029625955
O43741,184,0.010095468,0.003832488,0.331715186,0.060255104
Q6NUJ5,4,0.000219467,2.72E-06,0.259788887,0.002133932
Q86VV4,9,0.0004938,5.13E-06,0.268472461,0.006553957
A6NK89,25,0.001371667,0.000196802,0.278885009,0.005245282
Q13671,44,0.002414134,0.000782693,0.310230526,0.016027257
P04808,3,0.0001646,3.20E-08,0.25493862,0.00274411
Q9H2S5,8,0.000438933,5.63E-06,0.258121421,0.002205278
Q15287,39,0.0021398,0.000501739,0.280442653,0.0057669
Q14D33,56,0.003072534,0.000539301,0.302951935,0.023026782
P57086,58,0.003182267,0.001131227,0.290713782,0.007485741
Q92529,51,0.0027982,0.000451691,0.306016905,0.017491644
Q9GZT3,12,0.0006584,0.000338042,0.276768018,0.005942983
Q9NSI2,3,0.0001646,4.98E-07,0.265543567,0.003072115
Q96GM5,151,0.008284868,0.002857587,0.329606115,0.043816514
O95863,36,0.0019752,0.000754221,0.298141298,0.01267827
O60225-2,4,0.000219467,2.35E-06,0.26126812,0.001131624
Q96FJ0,24,0.0013168,0.000213181,0.286748231,0.008920544
O00506,11,0.000603533,0.000186261,0.276232927,0.004668971
P51687,91,0.004992867,0.001903453,0.306534664,0.016414844
Q9H5I1-2,2,0.000109733,4.47E-07,0.242623374,0.000879825
Q9BSH4,17,0.000932733,2.36E-05,0.290401527,0.011787985
Q9Y2I9-2,9,0.0004938,2.10E-06,0.272963543,0.006301551
Q8N8B7-2,110,0.006035334,0.001428107,0.324218486,0.039364286
Q15561,43,0.002359267,0.00037846,0.293922812,0.019357819
Q5JTD0,4,0.000219467,1.09E-06,0.269667155,0.003218083
P62328,14,0.000768133,8.28E-05,0.288210752,0.006420374
Q8N7U7-2,14,0.000768133,8.34E-05,0.288333697,0.007319991
Q9BUZ4,121,0.006638868,0.002316128,0.317104634,0.028703901
Q14142,37,0.002030067,0.000156379,0.296616575,0.01627591
Q7Z6J9,22,0.001207067,0.000122046,0.282035898,0.007221498
P43897,8,0.000438933,2.85E-05,0.270339176,0.003992052
Q9UJ04,14,0.000768133,0.000169516,0.267638378,0.003727672
Q99757,83,0.004553934,0.001649538,0.316893067,0.017566165
P29597,21,0.0011522,0.000503619,0.288130422,0.008184397
P57075-2,67,0.003676067,0.000607583,0.310801125,0.016872366
Q8N7F7,6,0.0003292,1.01E-05,0.269105563,0.00223858
Q05516,72,0.003950401,0.000980849,0.323383241,0.035262748
O43167,76,0.004169867,0.001042418,0.324811733,0.033386267
Q15911-2,28,0.001536267,8.61E-05,0.293045503,0.015368303
Q6P2D0,25,0.001371667,6.79E-05,0.283532942,0.00969057
Q8N5A5-2,66,0.0036212,0.000311263,0.307371033,0.027410673
Q9BRR0,17,0.000932733,9.68E-05,0.300542785,0.007103216
Q12901,6,0.0003292,3.94E-06,0.265507461,0.004256296
P49910,40,0.002194667,0.000212477,0.305516825,0.019334094
P17021,14,0.000768133,2.18E-05,0.282334948,0.00821168
O95201,6,0.0003292,1.61E-05,0.271114898,0.002834236
P15622-3,92,0.005047734,0.00088162,0.311098227,0.034864882
O43296,14,0.000768133,3.50E-05,0.282307735,0.00801936
P17041,10,0.000548667,2.63E-05,0.274923562,0.006237875
Q86UD4,26,0.001426534,9.69E-05,0.289716923,0.011268504
Q96IQ9,61,0.003346867,0.000450267,0.308552897,0.035003299
Q7Z4V0,78,0.004279601,0.000481964,0.310011622,0.029003176
Q8N0Y2-2,31,0.001700867,0.00024633,0.311981872,0.013325737
Q9NWS9-2,53,0.002907934,0.000540557,0.306401053,0.021095304
Q96JC4,5,0.000274333,5.16E-06,0.260829939,0.002485811
Q96MX3,22,0.001207067,3.31E-05,0.283382066,0.011065944
Q6ZNH5,53,0.002907934,0.00049772,0.31476463,0.029083331
Q96C55,26,0.001426534,7.63E-05,0.302336932,0.017335511
Q9H707,37,0.002030067,6.92E-05,0.296301509,0.017863233
Q8N988-2,8,0.000438933,3.92E-05,0.292324076,0.004525459
Q6ZN55-2,7,0.000384067,2.77E-06,0.26822251,0.003267509
Q96N58,12,0.0006584,8.56E-06,0.273549885,0.007841346
Q96NL3,7,0.000384067,1.49E-06,0.270293439,0.004829765
Q9P2J8,7,0.000384067,1.36E-06,0.267809677,0.004565841
Q5EBL2,4,0.000219467,2.26E-06,0.254120233,0.001220582
Q9UEG4,22,0.001207067,0.000250769,0.282013268,0.007508776
Q96BR6,21,0.0011522,2.18E-05,0.282934954,0.013553212
Q9H7X3,36,0.0019752,0.000155232,0.304542661,0.02357771
Q96H86,32,0.001755734,7.14E-05,0.293716491,0.017919548
A8K8V0,27,0.0014814,7.64E-05,0.28689803,0.012269318
Q3KQV3,55,0.003017667,0.000374349,0.301181471,0.025530138
P51504,9,0.0004938,2.95E-06,0.266142761,0.00440577
Q08AG5,13,0.000713267,2.20E-05,0.280268226,0.009126015
O43257,31,0.001700867,0.000406326,0.292484627,0.008832283
Q3MJ62,23,0.001261934,0.000171554,0.288636777,0.006986331
PRO_0000449631 [P0DTD1],21,0.0011522,0.000373645,0.282907626,0.008428515
PRO_0000449633 [P0DTD1],46,0.002523867,0.000657662,0.294844957,0.01459717
A6NFA1,1,5.49E-05,0,0.177794695,6.51E-07
P27467,4,0.000219467,0.000160608,0.217101582,5.14E-05
A6NFY7,4,0.000219467,1.42E-05,0.246413141,0.000516575
Q9UHD4,76,0.004169867,0.002927644,0.30181251,0.004839076
Q8IWL3,12,0.0006584,0.000343985,0.25277514,0.000343286
P21912,4,0.000219467,3.41E-06,0.231830866,0.000156755
A6NGQ2,16,0.000877867,0.000223194,0.276628608,0.005962073
Q9NYB9-2,156,0.008559201,0.002229772,0.323955516,0.040424268
